OrderID,OrderDate,Region,Department,Product,SalesAmount,Cost,Profit,Quantity
394,6/27/2024,East,Electronics,Headphones,82.78,68.47,14.31,5
395,4/14/2024,East,Clothing,T-Shirt,526.47,342.65,183.82,1
396,7/20/2024,North,Furniture,Office Chair,52.3,37.95,14.35,2
397,1/3/2024,West,Furniture,Bookshelf,127.95,83.98,43.97,4
398,4/14/2024,South,Clothing,Jeans,261.86,214.88,46.98,5
399,2/20/2024,South,Furniture,Office Chair,136.43,113.43,23,4
400,10/17/2023,North,Electronics,Headphones,429.76,275.28,154.48,1
401,6/23/2023,East,Electronics,Laptop,416.92,301.36,115.56,4
402,4/23/2024,East,Furniture,Cabinet,666.56,483.33,183.23,4
403,2/28/2024,North,Furniture,Office Chair,684.45,438.67,245.78,5
404,1/22/2024,West,Furniture,Bookshelf,259.26,179.03,80.23,2
405,3/12/2024,West,Clothing,Jeans,98.79,81.01,17.78,4
406,10/23/2024,North,Electronics,Tablet,169.44,127.53,41.91,3
407,8/7/2023,East,Clothing,Jeans,118.98,81.16,37.82,5
408,6/2/2024,North,Clothing,T-Shirt,289.24,229.36,59.88,4
409,11/27/2023,South,Electronics,Smartphone,631.21,398.62,232.59,3
410,2/13/2024,South,Furniture,Desk,629.8,454.24,175.56,3
411,10/4/2024,East,Clothing,Jeans,428.89,302.86,126.03,1
412,11/24/2024,North,Electronics,Headphones,147.96,107.87,40.09,3
413,2/23/2023,West,Electronics,Laptop,142.17,96.12,46.05,4
414,11/24/2024,South,Clothing,Shoes,173.84,124.54,49.3,1
415,5/5/2023,West,Furniture,Bookshelf,250.04,200.5,49.54,5
416,3/22/2024,North,Furniture,Bookshelf,225.38,160.62,64.76,1
417,5/24/2023,North,Clothing,T-Shirt,328.58,263.84,64.74,1
418,5/23/2024,South,Electronics,Smartphone,140.97,110.88,30.09,1
419,6/27/2024,West,Furniture,Office Chair,408.56,295.39,113.17,4
420,12/23/2023,East,Electronics,Tablet,177.9,141.7,36.2,3
421,11/28/2024,East,Electronics,Laptop,420.05,309.73,110.32,1
422,6/8/2023,South,Furniture,Office Chair,81.15,60.97,20.18,1
423,10/10/2024,South,Electronics,Headphones,276.35,196.68,79.67,2
424,11/7/2023,East,Furniture,Bookshelf,528.06,425.86,102.2,1
425,3/4/2023,East,Clothing,Shoes,618.69,472.01,146.68,4
426,2/11/2024,West,Furniture,Cabinet,498.79,414.51,84.28,3
427,5/20/2023,West,Furniture,Bookshelf,203.06,143.96,59.1,2
428,6/13/2023,North,Electronics,Tablet,693.57,443.64,249.93,2
429,2/8/2023,South,Furniture,Bookshelf,383.98,289.51,94.47,4
430,12/14/2023,West,Electronics,Smartphone,159.9,107.62,52.28,1
431,8/2/2024,South,Furniture,Office Chair,492.65,327.08,165.57,4
432,7/26/2024,North,Electronics,Tablet,330.56,275.11,55.45,2
433,11/23/2023,South,Electronics,Headphones,381.15,306.25,74.9,2
434,1/17/2023,South,Electronics,Headphones,581.59,473.46,108.13,1
435,4/25/2023,South,Electronics,Headphones,735.12,467.66,267.46,5
436,1/20/2023,North,Clothing,Shoes,308.18,233.32,74.86,5
437,12/11/2024,North,Furniture,Cabinet,639.75,459.49,180.26,1
438,12/4/2024,East,Furniture,Bookshelf,80.7,54.91,25.79,2
439,12/28/2023,North,Clothing,Shoes,435.21,299.16,136.05,4
440,11/25/2024,West,Electronics,Tablet,386.03,263.11,122.92,5
441,12/5/2024,South,Furniture,Desk,382.84,282.05,100.79,2
442,11/25/2023,South,Furniture,Bookshelf,558.36,451.41,106.95,5
443,2/22/2023,West,Electronics,Tablet,42.59,32.77,9.82,5
444,1/16/2023,West,Furniture,Desk,110.12,74.95,35.17,3
445,8/7/2024,South,Clothing,Jeans,313.9,212.25,101.65,4
446,10/13/2024,South,Furniture,Cabinet,585.16,381.95,203.21,4
447,2/29/2024,South,Clothing,Jacket,587.91,437.98,149.93,2
448,4/13/2023,North,Furniture,Bookshelf,192.62,123.2,69.42,4
449,8/23/2024,North,Electronics,Tablet,526.97,368.4,158.57,1
450,11/22/2024,West,Clothing,Jacket,566.84,385.31,181.53,4
451,3/21/2024,West,Furniture,Bookshelf,529.72,360.39,169.33,5
452,4/23/2023,East,Electronics,Smartphone,644.88,419.57,225.31,4
453,6/11/2024,North,Clothing,Jeans,129.92,97.76,32.16,4
454,1/31/2024,North,Furniture,Desk,664.94,496.28,168.66,4
455,4/24/2024,West,Electronics,Smartphone,124.62,86.26,38.36,2
456,8/31/2023,North,Electronics,Headphones,715.72,477.6,238.12,1
457,2/17/2024,South,Clothing,Shoes,202.34,167.15,35.19,3
458,5/14/2023,South,Clothing,Jeans,160.31,117.65,42.66,4
459,3/31/2023,North,Electronics,Laptop,314.06,205.88,108.18,3
460,11/19/2023,South,Electronics,Headphones,166.78,116.75,50.03,1
461,7/22/2023,South,Furniture,Desk,727.26,472.54,254.72,2
462,1/20/2024,East,Furniture,Cabinet,511.2,385.68,125.52,3
463,11/29/2024,North,Clothing,Shoes,485.41,367.46,117.95,3
464,12/17/2024,North,Electronics,Headphones,158.31,129.09,29.22,2
465,12/6/2024,South,Electronics,Laptop,673.04,459.88,213.16,2
466,5/16/2023,South,Electronics,Laptop,102.5,71.28,31.22,2
467,7/29/2023,West,Clothing,T-Shirt,455.16,326.65,128.51,5
468,8/17/2024,North,Clothing,T-Shirt,630.14,453.82,176.32,4
469,3/12/2023,South,Electronics,Laptop,357.23,268.46,88.77,2
470,7/16/2024,South,Clothing,Jeans,233.06,147.7,85.36,3
471,7/15/2024,South,Electronics,Headphones,274.5,184.62,89.88,1
472,7/26/2023,South,Furniture,Cabinet,300.98,236.34,64.64,2
473,6/1/2023,North,Electronics,Headphones,264.46,193.61,70.85,2
474,9/1/2023,West,Furniture,Bookshelf,587.78,405.27,182.51,3
475,1/23/2023,West,Clothing,Shoes,427.38,317.87,109.51,3
476,6/29/2023,South,Furniture,Bookshelf,251.48,160.77,90.71,2
477,3/30/2023,East,Furniture,Desk,282.51,188.35,94.16,1
478,2/5/2024,North,Furniture,Cabinet,453.47,326.98,126.49,5
479,8/8/2023,South,Clothing,Jeans,388.44,260.27,128.17,4
480,9/11/2024,West,Furniture,Bookshelf,189.95,120.66,69.29,3
481,6/17/2023,North,Clothing,Shoes,530.04,411.59,118.45,3
482,12/12/2024,North,Clothing,Shoes,442.74,285.68,157.06,3
483,1/2/2023,East,Furniture,Desk,556.93,355.55,201.38,4
484,10/12/2023,North,Furniture,Desk,569.44,390.38,179.06,1
485,7/22/2023,North,Electronics,Tablet,372.89,246.67,126.22,2
486,7/24/2024,East,Furniture,Cabinet,237.75,184.07,53.68,4
487,10/6/2023,South,Electronics,Headphones,588.82,451,137.82,3
488,3/5/2023,East,Electronics,Tablet,311.47,201.24,110.23,5
489,9/26/2023,East,Electronics,Laptop,544.48,417.4,127.08,2
490,11/4/2024,East,Clothing,Jacket,589.44,386.2,203.24,4
491,11/14/2023,North,Clothing,T-Shirt,558.3,372.93,185.37,2
492,10/9/2024,East,Electronics,Laptop,643.19,493.94,149.25,4
493,9/14/2023,West,Electronics,Smartphone,649.73,462.62,187.11,4
494,10/6/2024,West,Clothing,Jeans,421.83,325.77,96.06,3
495,6/10/2023,South,Clothing,T-Shirt,372.33,300.44,71.89,2
496,3/28/2024,East,Furniture,Desk,368.65,269.31,99.34,4
497,2/22/2024,East,Clothing,Jacket,470.17,305.1,165.07,5
498,12/5/2024,West,Clothing,T-Shirt,759.45,480.05,279.4,3
499,1/25/2023,South,Clothing,Jacket,252.41,192.26,60.15,3
500,1/16/2024,North,Electronics,Laptop,497.86,341.51,156.35,1
501,12/30/2024,East,Clothing,T-Shirt,340.58,235.54,105.04,1
502,4/8/2024,South,Clothing,Jacket,631.99,470.83,161.16,4
503,1/31/2024,South,Furniture,Cabinet,617.41,479.37,138.04,3
504,2/2/2024,North,Furniture,Office Chair,73.56,51.98,21.58,5
505,2/23/2024,North,Furniture,Cabinet,427.15,324.43,102.72,5
506,11/1/2023,West,Clothing,Shoes,510.48,353.69,156.79,4
507,11/29/2023,East,Electronics,Laptop,459.5,371.99,87.51,2
508,11/29/2024,West,Furniture,Office Chair,665.64,428.51,237.13,1
509,7/14/2024,South,Furniture,Cabinet,737.45,497.61,239.84,5
510,9/13/2024,South,Furniture,Cabinet,372.19,285.89,86.3,2
511,7/10/2024,West,Furniture,Desk,757.43,499.24,258.19,1
512,6/22/2024,West,Clothing,Jacket,91.14,60.58,30.56,5
513,5/31/2023,West,Electronics,Smartphone,564.52,381.99,182.53,5
514,9/24/2024,South,Clothing,T-Shirt,363.27,228.43,134.84,1
515,11/8/2024,North,Furniture,Office Chair,550.93,355.04,195.89,2
516,9/14/2023,West,Furniture,Cabinet,248.24,180.78,67.46,1
517,4/10/2023,East,Clothing,Shoes,494.41,369.27,125.14,4
518,9/17/2023,South,Electronics,Laptop,501.18,385.9,115.28,2
519,2/6/2023,South,Clothing,Jacket,697.01,441.27,255.74,5
520,4/20/2024,South,Electronics,Laptop,222.36,180.85,41.51,5
521,6/26/2024,East,Clothing,Jeans,402.18,273.44,128.74,5
522,6/25/2024,South,Furniture,Cabinet,367.95,301.88,66.07,3
523,5/28/2023,West,Furniture,Cabinet,169.27,122.7,46.57,3
524,12/23/2024,South,Electronics,Laptop,608.08,448.5,159.58,4
525,9/19/2023,East,Clothing,Jeans,473.99,333.97,140.02,4
526,3/21/2023,West,Furniture,Bookshelf,396.9,281.88,115.02,5
527,7/9/2023,North,Furniture,Desk,257.81,163.75,94.06,5
528,12/6/2023,West,Electronics,Tablet,29.13,18.25,10.88,2
529,8/27/2024,East,Clothing,T-Shirt,183.25,125.32,57.93,2
530,6/24/2023,South,Furniture,Bookshelf,91.34,57.79,33.55,2
531,11/28/2024,West,Electronics,Smartphone,40.97,31.55,9.42,1
532,4/22/2024,West,Electronics,Tablet,448.47,330.4,118.07,1
533,4/2/2024,South,Clothing,T-Shirt,223.32,144.34,78.98,4
534,10/24/2024,East,Electronics,Headphones,597.65,398.71,198.94,2
535,12/4/2023,South,Electronics,Tablet,322.96,216.55,106.41,5
536,8/10/2023,East,Furniture,Desk,507.9,415.55,92.35,5
537,6/8/2023,North,Furniture,Bookshelf,30.79,20.86,9.93,1
538,3/5/2024,West,Furniture,Desk,762.99,478.76,284.23,5
539,7/9/2023,North,Furniture,Office Chair,195.34,161.18,34.16,4
540,7/19/2023,North,Electronics,Smartphone,427.8,292.36,135.44,4
541,3/17/2023,North,Clothing,Shoes,440.16,355.67,84.49,1
542,12/10/2023,West,Furniture,Desk,109.15,88.53,20.62,5
543,6/29/2024,East,Clothing,Shoes,272.23,221.22,51.01,3
544,3/4/2024,North,Electronics,Headphones,233.57,176.12,57.45,4
545,5/30/2023,West,Furniture,Cabinet,65.53,44.98,20.55,1
546,12/11/2023,East,Clothing,Shoes,590.81,388.33,202.48,5
547,9/18/2024,South,Furniture,Desk,62.85,40.23,22.62,5
548,4/6/2023,North,Electronics,Headphones,120.69,86.02,34.67,5
549,7/18/2023,North,Clothing,T-Shirt,119.54,91.38,28.16,2
550,9/30/2024,South,Clothing,Shoes,283.12,193.36,89.76,1
551,1/17/2024,North,Clothing,Jacket,470.99,308.56,162.43,3
552,12/14/2023,West,Furniture,Cabinet,223.19,156.82,66.37,2
553,5/20/2024,West,Electronics,Smartphone,287.55,231.22,56.33,1
554,1/17/2023,East,Furniture,Cabinet,599.02,482.79,116.23,3
555,12/18/2024,North,Furniture,Office Chair,445.42,365.41,80.01,4
556,10/13/2023,North,Furniture,Desk,431.93,309,122.93,5
557,4/6/2023,East,Furniture,Cabinet,191.68,130.5,61.18,2
558,11/10/2024,South,Furniture,Office Chair,589.65,452.57,137.08,2
559,7/16/2023,East,Electronics,Laptop,398.26,288.13,110.13,1
560,7/19/2023,South,Clothing,Jeans,195.81,161.98,33.83,1
561,12/28/2023,East,Clothing,T-Shirt,542.18,428.49,113.69,3
562,9/1/2024,East,Furniture,Desk,266.94,219.96,46.98,5
563,1/10/2023,North,Electronics,Headphones,354.24,264.37,89.87,2
564,5/13/2024,East,Clothing,Jeans,551.28,387.56,163.72,5
565,7/22/2024,South,Electronics,Tablet,492.58,338.97,153.61,1
566,1/11/2024,East,Clothing,T-Shirt,556.32,402.76,153.56,3
567,8/17/2023,West,Clothing,Shoes,742.78,479.43,263.35,1
568,2/26/2023,West,Clothing,Shoes,484.14,343.35,140.79,5
569,9/26/2024,East,Furniture,Bookshelf,447.78,311.06,136.72,2
570,8/8/2023,North,Furniture,Bookshelf,183.57,141.85,41.72,3
571,7/12/2023,West,Furniture,Bookshelf,180.04,125.01,55.03,5
572,5/13/2024,North,Electronics,Smartphone,636.2,412.14,224.06,5
573,7/26/2024,North,Furniture,Desk,192.09,156.09,36,3
574,10/29/2023,North,Clothing,Shoes,457.04,353.49,103.55,1
575,7/10/2024,North,Furniture,Cabinet,50.57,35.28,15.29,3
576,7/5/2024,South,Electronics,Laptop,441.21,285.69,155.52,4
577,3/6/2023,South,Furniture,Cabinet,227.06,169.08,57.98,4
578,7/2/2023,West,Electronics,Headphones,344.61,224.4,120.21,4
579,3/10/2023,West,Clothing,T-Shirt,51.13,37.67,13.46,2
580,5/14/2023,South,Clothing,Jeans,567.22,402.12,165.1,1
581,11/1/2024,South,Furniture,Desk,480.59,329.29,151.3,2
582,5/8/2023,West,Electronics,Tablet,425.9,283.99,141.91,4
583,2/20/2023,West,Electronics,Headphones,634.51,410,224.51,4
584,3/9/2024,East,Clothing,T-Shirt,482.65,313.61,169.04,5
585,4/21/2024,South,Electronics,Smartphone,363.24,269.61,93.63,2
586,3/16/2024,North,Clothing,Jacket,311.51,255.41,56.1,3
587,2/2/2024,North,Electronics,Tablet,123.39,83.33,40.06,3
588,2/1/2024,South,Electronics,Laptop,226.4,171.42,54.98,1
589,3/27/2024,East,Electronics,Headphones,544.58,447.09,97.49,2
590,10/5/2023,South,Electronics,Laptop,600.31,415.03,185.28,2
591,2/18/2023,South,Furniture,Desk,435.96,281.74,154.22,4
592,8/24/2023,West,Furniture,Office Chair,438.16,278.95,159.21,5
593,11/3/2024,North,Electronics,Tablet,268.35,195.69,72.66,1
594,5/28/2024,South,Clothing,Jeans,737.74,489.86,247.88,5
595,5/19/2023,West,Furniture,Bookshelf,260.8,185.25,75.55,1
596,7/12/2024,South,Electronics,Smartphone,388.14,289.95,98.19,3
597,12/7/2023,West,Electronics,Tablet,353.66,262.64,91.02,1
598,7/18/2024,West,Electronics,Tablet,692.85,471.64,221.21,1
599,1/14/2023,South,Furniture,Office Chair,556.5,450.35,106.15,1
600,9/12/2023,South,Furniture,Desk,64.08,50.24,13.84,4
601,12/19/2023,South,Electronics,Headphones,158.9,115.96,42.94,1
602,12/2/2023,South,Electronics,Headphones,35.88,26.73,9.15,5
603,7/10/2023,North,Clothing,Jacket,437.25,292.96,144.29,1
604,3/5/2023,South,Furniture,Bookshelf,721.99,483.28,238.71,3
605,1/1/2024,East,Electronics,Headphones,655.79,449.82,205.97,4
606,9/20/2024,West,Clothing,Jeans,171.25,136.1,35.15,4
607,11/11/2024,West,Furniture,Desk,530.59,381.97,148.62,4
608,8/14/2023,South,Electronics,Tablet,544.67,387.06,157.61,4
609,7/17/2024,West,Furniture,Office Chair,104.5,66.22,38.28,5
610,6/23/2023,West,Clothing,Jacket,342.26,230.17,112.09,5
611,2/5/2023,North,Electronics,Laptop,466.01,356.12,109.89,3
612,5/3/2023,East,Furniture,Desk,207.98,167.6,40.38,3
613,12/17/2023,West,Furniture,Office Chair,361.82,282.8,79.02,1
614,9/19/2024,West,Furniture,Bookshelf,458.74,301.59,157.15,3
615,4/26/2023,South,Electronics,Tablet,738.39,497.57,240.82,1
616,11/25/2024,North,Furniture,Office Chair,473.31,328.41,144.9,5
617,5/15/2023,West,Clothing,Shoes,261.8,178.86,82.94,4
618,9/16/2024,South,Furniture,Cabinet,585.17,411.52,173.65,3
619,11/17/2023,South,Clothing,Jeans,191.56,122.18,69.38,1
620,3/22/2024,West,Electronics,Smartphone,293.27,242.15,51.12,4
621,4/14/2023,East,Furniture,Bookshelf,514,398.06,115.94,2
622,3/14/2024,South,Furniture,Bookshelf,204.64,150,54.64,3
623,8/5/2024,East,Furniture,Bookshelf,174.66,136.25,38.41,2
624,10/5/2024,West,Electronics,Tablet,74.36,50.83,23.53,1
625,2/14/2024,West,Furniture,Office Chair,358.64,254.45,104.19,3
626,11/6/2023,West,Clothing,Jeans,170.99,136.68,34.31,1
627,4/12/2024,North,Clothing,Shoes,268.36,218.62,49.74,4
628,10/27/2023,North,Clothing,Shoes,223.29,141.44,81.85,1
629,12/22/2024,South,Furniture,Cabinet,646.74,426.37,220.37,2
630,12/16/2024,West,Electronics,Laptop,83.85,58.36,25.49,5
631,7/21/2023,East,Furniture,Bookshelf,522.82,427.32,95.5,2
632,11/20/2024,West,Clothing,Shoes,568.09,362.71,205.38,3
633,10/13/2024,West,Furniture,Bookshelf,29.92,22.28,7.64,3
634,3/30/2023,North,Electronics,Smartphone,442.8,319.64,123.16,4
635,3/5/2023,South,Clothing,Shoes,489.58,353.66,135.92,4
636,10/3/2024,North,Furniture,Desk,422.48,300.45,122.03,3
637,11/14/2024,West,Clothing,Shoes,479.46,300.49,178.97,1
638,3/3/2023,West,Electronics,Smartphone,347,228.76,118.24,3
639,11/12/2023,South,Furniture,Office Chair,236.35,148.86,87.49,2
640,1/29/2024,South,Clothing,Shoes,212.08,134.53,77.55,1
641,3/13/2024,North,Electronics,Headphones,309.98,257.42,52.56,1
642,4/9/2023,South,Furniture,Office Chair,66.39,47.03,19.36,1
643,5/3/2023,North,Electronics,Smartphone,72.54,49.28,23.26,1
644,2/10/2024,North,Clothing,Jacket,455.81,367.72,88.09,5
645,3/4/2024,South,Furniture,Desk,378.92,296.96,81.96,3
646,5/1/2024,West,Clothing,Jeans,251.8,177.72,74.08,4
647,11/18/2023,East,Furniture,Desk,30.32,20.33,9.99,1
648,10/17/2024,North,Electronics,Tablet,371.49,252.6,118.89,4
649,1/2/2024,West,Clothing,T-Shirt,626.5,466.42,160.08,2
650,3/23/2023,West,Clothing,T-Shirt,695.34,453.59,241.75,4
651,1/20/2024,North,Furniture,Bookshelf,352.25,237.06,115.19,2
652,5/18/2023,West,Furniture,Office Chair,597.38,434.64,162.74,3
653,7/20/2024,East,Electronics,Headphones,22.08,16.76,5.32,2
654,2/11/2024,South,Electronics,Laptop,404.05,336.22,67.83,1
655,1/24/2024,North,Clothing,Jeans,89.92,72.66,17.26,4
656,3/20/2023,East,Electronics,Headphones,61.04,39.12,21.92,2
657,8/1/2024,West,Electronics,Tablet,25.86,16.59,9.27,4
658,11/20/2024,North,Furniture,Desk,462.31,327.04,135.27,2
659,6/10/2024,North,Furniture,Cabinet,97.03,73.19,23.84,5
660,7/11/2023,East,Furniture,Office Chair,606.96,468.35,138.61,1
661,8/27/2023,West,Clothing,T-Shirt,35.05,27.34,7.71,4
662,3/10/2023,East,Electronics,Laptop,215.08,165.46,49.62,1
663,6/10/2024,East,Furniture,Office Chair,71.6,51.43,20.17,3
664,12/26/2024,East,Electronics,Tablet,114.94,84.59,30.35,2
665,12/21/2024,East,Furniture,Cabinet,636.99,409.3,227.69,2
666,2/24/2023,West,Furniture,Office Chair,312.55,229.5,83.05,5
667,3/12/2024,West,Furniture,Cabinet,696.31,439.95,256.36,5
668,10/8/2023,North,Electronics,Laptop,71.23,55.29,15.94,3
669,11/3/2023,North,Furniture,Office Chair,185.29,150.48,34.81,1
670,3/31/2023,West,Electronics,Smartphone,365.3,272.98,92.32,5
671,8/3/2023,South,Furniture,Bookshelf,367.75,275.36,92.39,5
672,12/11/2024,North,Clothing,T-Shirt,183.57,134.94,48.63,3
673,10/11/2023,West,Clothing,T-Shirt,610.61,425.3,185.31,3
674,6/17/2024,South,Clothing,T-Shirt,613.37,392.2,221.17,2
675,2/11/2024,South,Clothing,Jacket,324.9,212.57,112.33,3
676,7/21/2023,East,Electronics,Laptop,372.06,256.06,116,2
677,9/17/2024,East,Clothing,Jacket,300.8,199.39,101.41,1
678,8/2/2023,South,Clothing,Jeans,129.39,92.13,37.26,5
679,5/11/2023,West,Clothing,Jacket,557.04,407.3,149.74,3
680,7/17/2023,West,Electronics,Laptop,448.92,286.46,162.46,4
681,2/1/2023,West,Furniture,Cabinet,524.51,429.07,95.44,4
682,1/10/2023,South,Clothing,Jacket,363.52,278.84,84.68,2
683,7/23/2024,North,Clothing,T-Shirt,518.84,422.97,95.87,1
684,9/23/2023,South,Electronics,Tablet,23.5,15.39,8.11,2
685,2/16/2024,North,Clothing,Jeans,547.68,441.21,106.47,5
686,5/15/2023,South,Clothing,T-Shirt,165.6,117.39,48.21,5
687,6/4/2023,East,Furniture,Bookshelf,342.54,214.94,127.6,1
688,9/3/2024,West,Clothing,Shoes,540.35,344.27,196.08,4
689,9/20/2024,West,Electronics,Headphones,184.72,115.74,68.98,5
690,5/28/2024,West,Electronics,Headphones,121.84,96.52,25.32,4
691,11/23/2023,North,Furniture,Cabinet,252.89,181.06,71.83,5
692,2/1/2023,East,Clothing,T-Shirt,320.84,242.14,78.7,4
693,1/28/2024,North,Electronics,Laptop,280.74,184.19,96.55,1
694,8/15/2024,South,Clothing,Shoes,455.87,377.88,77.99,2
695,2/11/2023,South,Furniture,Cabinet,84.44,54.63,29.81,3
696,8/19/2024,East,Furniture,Bookshelf,572.87,394.19,178.68,5
697,1/4/2024,South,Clothing,Shoes,281.21,222.34,58.87,3
698,1/21/2023,North,Clothing,Shoes,266.89,191.06,75.83,5
699,3/28/2023,East,Clothing,Jeans,39.43,24.73,14.7,3
700,5/30/2023,East,Electronics,Headphones,606.77,408.26,198.51,3
701,5/11/2024,West,Furniture,Office Chair,138.39,100.14,38.25,1
702,5/26/2024,East,Electronics,Smartphone,331.15,211.58,119.57,2
703,1/19/2024,East,Electronics,Laptop,666.42,421.08,245.34,1
704,6/19/2024,South,Electronics,Headphones,396.38,284.77,111.61,4
705,12/3/2023,East,Furniture,Desk,309.02,200.9,108.12,5
706,10/27/2024,West,Furniture,Bookshelf,102.08,82.36,19.72,3
707,8/4/2024,South,Clothing,Jeans,426.94,343.09,83.85,4
708,4/29/2023,South,Furniture,Office Chair,204.79,150.76,54.03,2
709,10/26/2023,North,Clothing,Jeans,285.18,209.46,75.72,4
710,3/23/2023,South,Clothing,T-Shirt,457.9,327.88,130.02,1
711,10/4/2024,North,Clothing,Shoes,470.43,339,131.43,4
712,9/28/2024,East,Electronics,Headphones,502.53,395.04,107.49,3
713,9/6/2024,West,Furniture,Bookshelf,374.63,277.25,97.38,2
714,2/15/2023,West,Clothing,T-Shirt,467.27,307.9,159.37,1
715,5/13/2024,South,Electronics,Laptop,390.81,248.37,142.44,4
716,10/24/2023,East,Furniture,Desk,156.72,103.49,53.23,1
717,4/7/2024,West,Clothing,Jeans,673.1,467.43,205.67,1
718,6/28/2024,South,Furniture,Desk,620.74,388.27,232.47,2
719,11/23/2023,South,Furniture,Cabinet,168.1,134.96,33.14,5
720,11/4/2024,South,Furniture,Bookshelf,246.36,180.07,66.29,5
721,9/19/2024,North,Electronics,Laptop,709.38,472.39,236.99,5
722,1/1/2023,East,Clothing,Shoes,365.4,285.57,79.83,3
723,7/27/2024,South,Furniture,Office Chair,166.59,128.76,37.83,1
724,3/22/2023,South,Clothing,Jeans,536.68,384.77,151.91,3
725,9/30/2024,North,Electronics,Headphones,298.66,195.04,103.62,1
726,4/25/2023,North,Furniture,Cabinet,309.63,196.17,113.46,2
727,10/4/2023,South,Clothing,Jeans,246.65,155.13,91.52,1
728,9/29/2023,South,Clothing,Shoes,499.02,401.97,97.05,5
729,4/5/2024,East,Clothing,Jeans,583.02,435.99,147.03,1
730,11/1/2023,East,Furniture,Office Chair,331.33,216.98,114.35,2
731,10/29/2024,East,Clothing,Jeans,463.97,364.89,99.08,2
732,3/23/2024,North,Clothing,Shoes,605.87,412.05,193.82,4
733,2/17/2023,South,Furniture,Cabinet,268.26,170.28,97.98,5
734,5/8/2024,South,Furniture,Office Chair,465.54,340.22,125.32,5
735,3/21/2024,South,Electronics,Tablet,399.03,317.57,81.46,5
736,2/2/2023,West,Clothing,Shoes,627.64,417.82,209.82,2
737,5/1/2024,East,Clothing,T-Shirt,116.61,86.62,29.99,4
738,1/11/2024,West,Furniture,Office Chair,495.95,335.17,160.78,3
739,1/8/2024,West,Clothing,T-Shirt,87.51,55.76,31.75,3
740,11/20/2024,East,Clothing,Jacket,241.38,168.78,72.6,1
741,4/11/2023,South,Electronics,Smartphone,577.87,383.67,194.2,4
742,4/26/2024,North,Furniture,Office Chair,205.64,151.21,54.43,5
743,8/21/2024,South,Clothing,Jeans,522.7,330.16,192.54,5
744,2/18/2024,West,Clothing,Shoes,210.35,152.54,57.81,1
745,8/19/2024,South,Clothing,T-Shirt,323.48,265.99,57.49,4
746,4/19/2024,East,Clothing,T-Shirt,79.08,63.14,15.94,4
747,2/9/2023,West,Furniture,Office Chair,644.35,482.16,162.19,2
748,5/8/2023,North,Clothing,Shoes,268.42,192.55,75.87,3
749,3/1/2023,North,Electronics,Headphones,19.87,12.93,6.94,2
750,12/6/2024,West,Clothing,Shoes,185.43,127.37,58.06,3
751,9/29/2024,East,Clothing,Shoes,177.68,127.68,50,2
752,1/4/2024,South,Furniture,Bookshelf,188.2,141.63,46.57,5
753,3/6/2023,South,Electronics,Headphones,409.29,311.33,97.96,2
754,10/18/2024,East,Furniture,Desk,462.28,293.35,168.93,5
755,11/23/2023,South,Clothing,T-Shirt,501.14,382.58,118.56,1
756,3/27/2024,North,Furniture,Desk,25.45,18.23,7.22,2
757,4/18/2024,North,Electronics,Headphones,49.09,35.14,13.95,2
758,7/26/2023,West,Clothing,Jacket,117.84,76.69,41.15,4
759,2/18/2023,East,Furniture,Bookshelf,325.96,259.47,66.49,2
760,11/6/2023,North,Electronics,Smartphone,516.17,351.58,164.59,3
761,6/4/2023,West,Electronics,Smartphone,637.76,435.58,202.18,1
762,2/24/2023,East,Electronics,Tablet,478.5,381.03,97.47,1
763,1/19/2023,West,Clothing,Jacket,705.73,466.31,239.42,4
764,1/14/2023,West,Furniture,Cabinet,116.26,78.02,38.24,5
765,5/14/2023,North,Furniture,Cabinet,239.01,172.64,66.37,1
766,1/4/2023,West,Clothing,T-Shirt,636.87,429.56,207.31,2
767,3/21/2023,North,Furniture,Cabinet,362.28,253.31,108.97,1
768,1/23/2023,North,Furniture,Desk,241.87,171.66,70.21,5
769,4/4/2024,East,Clothing,Jacket,264.16,208.11,56.05,2
770,5/26/2023,South,Clothing,Jeans,721.89,456.49,265.4,1
771,7/30/2023,West,Furniture,Office Chair,513.17,413.59,99.58,2
772,4/11/2024,East,Clothing,Shoes,447.51,281.7,165.81,2
773,2/9/2023,South,Clothing,Jeans,202.67,141.07,61.6,3
774,4/18/2024,North,Furniture,Bookshelf,543.85,432.47,111.38,4
775,5/27/2024,South,Electronics,Smartphone,576.67,414.16,162.51,3
776,4/22/2023,North,Furniture,Office Chair,79.31,64.75,14.56,3
777,9/9/2023,North,Clothing,Shoes,447.85,365.79,82.06,5
778,1/28/2024,West,Clothing,Jeans,242.26,172.2,70.06,4
779,7/5/2024,North,Electronics,Headphones,491.03,380.89,110.14,4
780,8/25/2024,North,Electronics,Headphones,642.15,466.32,175.83,4
781,6/17/2023,North,Furniture,Cabinet,451.21,349.08,102.13,5
782,8/10/2024,East,Furniture,Cabinet,255.05,170.75,84.3,1
783,5/30/2023,South,Electronics,Headphones,324.85,263.13,61.72,1
784,7/29/2024,East,Clothing,Jacket,345.26,278.43,66.83,5
785,12/23/2023,West,Electronics,Tablet,576.2,375.69,200.51,2
786,8/17/2023,East,Electronics,Headphones,477.86,341,136.86,5
